,YYYYMM,DATE,06.01.010.001.001,06.02.021.424,06.02.021.426,06.02.023.525,13.01.005.002.001,13.01.005.002.002,13.01.005.002.020,13.01.006.002.001,13.01.006.002.002,13.01.006.002.020,13.01.009.005,13.03.006.001.001,13.03.006.001.002,13.03.006.001.026,13.03.007.001.005,13.06.001.001,13.06.001.002,14.09.002.003,14.09.002.004,14.09.005.001,14.09.005.011,14.09.005.012,14.09.005.013,14.09.005.014,14948,14970,19597,20651,24447,29454,29820,29894,30213,30234,30236,30879,30916,30932,40482,43515,43520,45376,45378,45390,46204,46206,46218,53163,533973,533979,541309,58618,69813,86174,88944,94431,97726,97730,97738,98499
36,200702,24086,89.1539993286,88.3499984741,89.0,82.7399978638,2028249.0,5482360.0,3704008.0,4292282.0,4388189.0,2706306.0,8.18970012665,937.020996094,776.824707031,120.853103638,937.173583984,1249.0,2607.19995117,55.8883018494,59.3877983093,305.630493164,370.42779541,723.41418457,251.350006104,442.29888916,5.39410018921,4398.0,56.5499992371,186.0,21.8400001526,213.0,562.5,1.52999997139,370.5,0.019999999553,793088.0,9666.20996094,2.98000001907,82.6800003052,28.75,1168.0,965.0,111420168.0,4614647.0,150015392.0,8034271.0,53233.0,3937999.0,3.86999988556,52.9000015259,3851.87988281,19.3199996948,6.78999996185,116.0,272.0,296.380004883,121.0,35113.0,29045.0,16959.0,1032.0
37,200703,24087,89.6709976196,90.6299972534,92.1100006104,82.7399978638,2205709.0,6382984.0,4059506.0,5006939.0,4817523.0,3039550.0,10.9038000107,943.257080078,804.818481445,121.889503479,943.233276367,86.9000015259,3306.30004883,58.918598175,60.740398407,309.027709961,383.662689209,782.627685547,251.914993286,457.585388184,5.31279993057,5123.0,61.8199996948,191.0,21.8700008392,213.0,570.599975586,3.57999992371,372.329986572,-1.76074432812e-16,1106609.0,9745.91015625,0.340000003576,144.0,35.6199989319,1158.0,1112.0,117424144.0,4585196.0,152424864.0,11432996.0,201502.0,5051933.0,5.63999986649,55.3800010681,5455.64990234,17.8299999237,6.69000005722,116.0,293.0,314.899993896,121.0,39558.0,32035.0,17498.0,1010.0
38,200704,24088,90.0149993896,92.3600006104,94.8399963379,82.7399978638,2109683.0,6518526.0,3844902.0,4972021.0,5447491.0,3416959.0,3.47569990158,931.495178223,783.653808594,120.563796997,930.952270508,-1518.59997559,1750.69995117,63.9804992676,64.0725021362,314.354492188,393.563995361,840.729980469,248.990493774,474.768005371,5.35529994965,5754.0,67.5800018311,193.0,21.9899997711,215.0,605.0,2.6400001049,374.619995117,0.15000000596,1171269.0,9889.5703125,2.32999992371,113.86000061,33.3699989319,1178.0,1044.0,126305792.0,4642700.0,153898656.0,13427685.0,258160.0,3657497.0,4.75,56.1199989319,4836.04980469,18.7999992371,6.38000011444,116.0,307.0,340.880004883,122.0,36305.0,35146.0,17929.0,1006.0
39,200705,24089,90.1009979248,94.5699996948,98.25,82.7399978638,2145312.0,6587389.0,3992973.0,4733951.0,5285958.0,3159698.0,11.8296003342,927.909484863,768.52520752,120.855697632,927.385681152,1448.0,2115.39990234,64.6475982666,63.5563011169,310.765014648,403.497192383,878.655029297,245.401794434,482.206787109,5.36980009079,6402.0,67.7699966431,199.0,22.0799999237,220.0,621.0,1.97000002861,377.070007324,0.0399999991059,587330.0,10001.0996094,1.58761892521e-14,118.309997559,27.6200008392,1197.0,1106.0,136224688.0,4787003.0,154918992.0,19254040.0,307545.0,3680388.0,3.3900001049,56.0,3789.63989258,18.0799999237,6.55999994278,117.0,328.0,340.0,125.0,38903.0,38742.0,18180.0,1019.0
40,200706,24090,90.1009979248,92.2300033569,94.5500030518,82.7399978638,2263239.0,6548213.0,3846283.0,4498372.0,5112763.0,3142884.0,34.9201011658,928.320007324,757.052978516,121.628501892,928.159973145,3224.30004883,4507.5,65.8527984619,67.5295028687,314.206604004,413.99609375,884.481872559,250.716094971,493.692810059,5.39109992981,5772.0,70.5800018311,203.0,21.9799995422,222.0,626.5,2.75,378.730010986,0.109999999404,555338.0,10119.4101563,0.810000002384,87.2900009155,26.8999996185,1034.0,1047.0,153777760.0,4976237.0,156631744.0,13258212.0,428314.0,5061286.0,3.75,61.5999984741,3615.12011719,18.2800006866,7.28999996185,118.0,336.0,348.799987793,130.0,31021.0,35887.0,18684.0,1033.0
41,200707,24091,90.4459991455,91.9400024414,93.7699966431,82.7399978638,2138701.0,6889671.0,3794753.0,4358536.0,5168092.0,3116668.0,9.84239959717,918.852294922,755.572814941,121.264198303,918.447570801,3686.19995117,4623.20019531,69.6812973022,74.1608963013,320.890899658,419.131408691,912.07800293,260.094207764,502.234191895,5.3814997673,6572.0,76.3000030518,209.0,21.8500003815,227.0,651.880004883,3.99000000954,380.540008545,-8.25728374565e-16,1390672.0,10200.7695312,2.1400001049,158.990005493,33.6100006104,1044.0,946.0,164999024.0,5298027.0,158622096.0,13317085.0,552683.0,3869760.0,3.59999990463,67.3099975586,3995.86010742,19.1900005341,6.69999980927,118.0,356.0,384.0,130.0,26271.0,41763.0,19030.0,1055.0
42,200708,24092,90.5319976807,94.7699966431,98.4400024414,82.7399978638,2107231.0,7158118.0,3515831.0,4604204.0,5220313.0,3298765.0,13.5607995987,933.799987793,799.842712402,123.285400391,934.913574219,2773.19995117,4126.79980469,67.4449996948,72.3585968018,308.878601074,414.36819458,919.039123535,256.485992432,495.268585205,5.39589977264,7195.0,71.3899993896,216.0,22.3199996948,230.0,642.5,1.45000004768,383.290008545,0.0399999991059,360410.0,10357.6201172,5.55111512313e-15,108.61000061,29.2900009155,857.0,844.0,175467440.0,5691719.0,158504064.0,15937944.0,495590.0,2552493.0,3.66000008583,69.3499984741,4109.99023438,18.6200008392,9.94999980927,119.0,400.0,372.299987793,130.0,20524.0,45384.0,19907.0,1092.0
43,200709,24093,91.0490036011,97.2200012207,102.629997253,82.7399978638,1972488.0,7034111.0,3212919.0,4276816.0,5010559.0,2546986.0,21.2994995117,932.405822754,810.5546875,123.868797302,930.888183594,4030.0,4898.0,73.3245010376,79.5451965332,323.889404297,417.772613525,899.451477051,261.383087158,496.875701904,5.32140016556,8586.0,76.4499969482,221.0,22.0300006866,233.0,675.0,2.3900001049,384.649993896,8.03176969377e-16,562035.0,10466.2304688,2.3900001049,107.910003662,33.2400016785,849.0,763.0,189981088.0,6078700.0,159604224.0,14572241.0,299916.0,3100778.0,3.3900001049,68.4400024414,2832.57006836,18.3199996948,10.7100000381,120.0,422.0,389.880004883,134.0,19569.0,52923.0,20696.0,1115.0
44,200710,24094,91.2210006714,103.160003662,111.980003357,82.7399978638,2361918.0,7740782.0,4224090.0,5189953.0,5940532.0,3344997.0,16.9258003235,915.859008789,790.739013672,122.053100586,914.809020996,2501.30004883,3406.5,77.234703064,85.658203125,336.197814941,423.959106445,962.175598145,264.792114258,512.422119141,5.07439994812,10426.0,81.1200027466,225.0,22.3799991608,235.0,702.5,2.79999995232,386.390014648,0.070000000298,357403.0,10572.3203125,2.18713935851e-14,98.1500015259,29.7700004578,944.0,777.0,202364656.0,6270710.0,160110496.0,16608314.0,305761.0,3880099.0,3.33999991417,74.8099975586,5066.16992188,18.8299999237,10.5200004578,122.0,453.0,435.880004883,137.0,19950.0,63460.0,20819.0,1139.0
45,200711,24095,91.2210006714,105.620002747,115.870002747,82.7399978638,2525078.0,7942034.0,4081465.0,5122200.0,6073035.0,3252746.0,18.8176002502,916.977172852,826.198608398,123.526298523,918.104492188,2763.69995117,3148.30004883,86.8479995728,94.5714035034,349.824005127,426.094207764,951.378479004,265.786102295,513.294189453,4.85340023041,10543.0,92.6399993896,228.0,22.7900009155,237.0,799.5,2.04999995232,387.690002441,2.02268757299e-15,1150620.0,10670.4697266,0.34999999404,112.910003662,35.4599990845,1110.0,974.0,217651680.0,6478317.0,160735920.0,12780640.0,164444.0,3598296.0,3.96000003815,84.5999984741,5186.22998047,18.6100006104,10.3400001526,123.0,472.0,498.600006104,137.0,29398.0,64601.0,20606.0,1162.0
46,200712,24096,91.5660018921,110.230003357,122.980003357,82.7399978638,2501120.0,7299287.0,3853754.0,4968460.0,5672642.0,3176723.0,-8.65629959106,930.236816406,828.417785645,126.156303406,930.761108398,40.5999984741,657.599975586,85.6634979248,91.7425003052,349.361999512,427.04699707,932.643981934,265.286987305,502.238494873,4.67199993134,9854.0,91.9499969482,232.0,22.5499992371,238.0,814.75,1.91999995708,390.290008545,0.0399999991059,1270207.0,10783.0302734,3.17000007629,75.8600006104,34.2000007629,1934.0,1150.0,227454352.0,6529848.0,162280224.0,22962750.0,125172.0,3019206.0,3.8900001049,91.0,5738.77978516,18.9300003052,8.18000030518,124.0,462.0,477.380004883,137.0,61051.0,62559.0,20429.0,1156.0
47,200801,24097,91.9960021973,103.819999695,112.849998474,82.7399978638,2335079.0,7269580.0,3656062.0,4646148.0,6343026.0,3156215.0,-40.4345016479,942.386291504,872.922729492,130.054504395,942.718078613,19.2000007629,588.5,87.2353973389,92.9290008545,363.881408691,432.788513184,920.353271484,267.150390625,504.488494873,3.90720009804,7170.0,94.4700012207,231.0,22.8600006104,239.0,840.619995117,2.79999995232,392.459991455,0.0399999991059,534777.0,10855.7304688,3.09999990463,137.449996948,36.8100013733,1396.0,1015.0,246681600.0,6576023.0,163377040.0,16200015.0,195162.0,5401180.0,4.13999986649,91.75,5121.49023438,19.3299999237,9.11999988556,124.0,436.0,469.380004883,141.0,40721.0,47815.0,20466.0,1159.0
48,200802,24098,92.341003418,104.61000061,113.919998169,85.9899978638,2253599.0,6440741.0,3358612.0,5181148.0,5100322.0,2920487.0,-14.461400032,944.694396973,880.569396973,131.816101074,944.422180176,-1230.5,30.7999992371,90.1614990234,95.3489990234,386.311004639,458.596008301,961.188476563,269.575500488,518.890014648,3.00390005112,6874.0,95.7200012207,232.0,23.2299995422,241.0,835.5,2.3900001049,394.399993896,-8.15320033709e-17,358187.0,10989.0097656,2.47000002861,125.080001831,38.2000007629,1091.0,897.0,259787104.0,6630338.0,165692720.0,9295373.0,130237.0,1851121.0,2.78999996185,132.0,3967.48999023,18.9200000763,8.61999988556,125.0,449.0,466.0,141.0,29920.0,43994.0,20437.0,1191.0
49,200803,24099,93.202003479,109.660003662,121.910003662,88.0999984741,2417895.0,8341847.0,4086815.0,5600503.0,6538286.0,3290156.0,-11.1878004074,979.857116699,972.303771973,138.451400757,982.504699707,1297.59997559,746.5,96.8655014038,105.419998169,403.954589844,474.321014404,1044.78552246,271.759490967,543.070983887,2.79769992828,8063.0,105.11000061,232.0,23.25,243.0,955.619995117,2.46000003815,395.970001221,0.019999999553,735018.0,11108.0595703,-2.77555756156e-15,163.619995117,35.6800003052,1325.0,917.0,267522544.0,6635495.0,164878912.0,11538931.0,59322.0,3633957.0,4.05000019073,118.25,4496.70996094,17.6299991608,8.68000030518,125.0,461.0,498.0,144.0,36073.0,50198.0,20499.0,1150.0
50,200804,24100,93.71900177,113.739997864,128.240005493,88.0999984741,2494158.0,8647260.0,4244987.0,5815436.0,7138491.0,3603622.0,-4.10150003433,986.657104492,962.352783203,140.953796387,987.242797852,-1205.09997559,1018.40002441,103.621299744,112.46269989,409.228088379,469.43270874,1003.60858154,267.019989014,532.531799316,2.82839989662,8287.0,108.61000061,232.0,23.0900001526,244.0,1025.61999512,3.68000006676,398.329986572,-1.80237769154e-15,358053.0,11271.6699219,4.36999988556,123.620002747,42.8499984741,1539.0,1029.0,276301408.0,6525346.0,166056752.0,14706463.0,138553.0,8205652.0,3.17000007629,123.0,5899.52001953,19.1100006104,7.44999980927,125.0,471.0,523.5,149.0,41724.0,51805.0,20007.0,1117.0
51,200805,24101,94.4940032959,131.75,152.190002441,88.0999984741,2526899.0,8916466.0,3869246.0,5335178.0,6935386.0,3531249.0,6.78690004349,1036.73144531,994.184692383,148.684204102,1038.21044922,1002.79998779,1234.90002441,119.498001099,125.458503723,422.372314453,466.824188232,922.112792969,264.705200195,514.590881348,2.74099993706,10844.0,122.440002441,235.0,23.0400009155,247.0,1161.5,2.68000006676,399.709991455,0.0500000007451,562285.0,11390.9199219,0.15000000596,115.449996948,38.9199981689,1939.0,1219.0,289992864.0,6540278.0,170581040.0,8749917.0,44368.0,9017994.0,3.83999991417,133.199996948,4838.62988281,17.8899993896,7.26000022888,126.0,485.0,583.200012207,149.0,56057.0,65173.0,19407.0,1124.0
52,200806,24102,95.0970001221,129.240005493,147.61000061,88.0999984741,2597723.0,8719210.0,4222941.0,5167613.0,6842879.0,3230244.0,-5.69320011139,1029.26501465,963.022521973,149.171005249,1031.06494141,797.900024414,1842.40002441,127.896102905,134.05090332,445.13659668,465.538513184,830.397583008,262.285186768,498.179992676,3.09190011024,10245.0,132.539993286,235.0,23.3199996948,247.0,1288.75,2.02999997139,402.589996338,9.02056207508e-17,1261930.0,11506.2197266,1.63999998569,135.61000061,37.7900009155,1943.0,1475.0,296354880.0,6469195.0,175635744.0,6682054.0,466955.0,6005341.0,2.49000000954,159.75,5013.83007812,17.7800006866,7.01999998093,126.0,495.0,630.0,143.0,57370.0,62473.0,18331.0,1137.0
53,200807,24103,95.7860031128,129.910003662,143.619995117,88.0999984741,2623932.0,8966529.0,4146495.0,5673683.0,7443630.0,3738547.0,-19.9125995636,1019.11730957,954.215209961,149.039993286,1018.16949463,-192.600006104,1900.0,131.31300354,133.48449707,438.746795654,466.302185059,804.173583984,263.906799316,495.038085938,3.11630010605,8936.0,137.190002441,237.0,23.7700004578,250.0,1343.75,3.0,405.540008545,3.61256163872e-16,477642.0,11639.3701172,5.71999979019,183.770004272,39.6300010681,2072.0,1351.0,300079264.0,6797805.0,179609152.0,18745188.0,30788.0,4955081.0,3.11999988556,180.0,5148.81005859,18.9300003052,7.53999996185,126.0,500.0,720.25,143.0,56566.0,56353.0,17292.0,1134.0
54,200808,24104,95.6139984131,129.559997559,142.75,91.8399963379,2208405.0,8551751.0,3551448.0,5221211.0,7166100.0,3329022.0,-38.098400116,1041.36193848,952.918518066,151.989501953,1047.10998535,-3587.60009766,-2467.69995117,112.990898132,116.68800354,394.124694824,446.034210205,755.403808594,261.984710693,475.905212402,3.10150003433,7402.0,116.930000305,240.0,23.7399997711,255.0,1158.5,2.29999995232,408.309997559,0.019999999553,704726.0,11817.4199219,2.04999995232,103.620002747,37.4300003052,1510.0,1427.0,317114560.0,6610822.0,180994864.0,5856273.0,52542.0,10173662.0,3.41000008583,158.399993896,5029.95996094,18.5300006866,8.93000030518,127.0,493.0,687.299987793,132.0,41399.0,45498.0,16387.0,1131.0
55,200809,24105,95.6999969482,130.710006714,144.600006104,91.8399963379,2307087.0,8123890.0,3841194.0,5445652.0,7374874.0,3277175.0,-20.9976997375,1129.29089355,1059.30773926,165.176300049,1136.63793945,-200.800003052,-640.599975586,96.3031005859,103.763801575,360.935699463,424.504211426,698.862304688,255.473800659,453.903289795,3.38940000534,4975.0,101.099998474,238.0,23.4500007629,255.0,908.880004883,3.94000005722,411.649993896,0.0299999993294,475339.0,11918.9902344,9.84000015259,106.239997864,39.2099990845,1498.0,1437.0,319956224.0,6559748.0,188665216.0,7479479.0,19552.0,3758890.0,3.97000002861,150.0,5851.47021484,18.7000007629,8.14999961853,127.0,441.0,604.380004883,127.0,44214.0,31711.0,15744.0,1134.0
56,200810,24106,95.6139984131,130.039993286,142.449996948,106.129997253,2443018.0,7467633.0,4434727.0,5117799.0,6436912.0,3307295.0,10.1236000061,1321.02172852,1318.23425293,193.270797729,1326.94543457,4984.20019531,1327.30004883,67.6484985352,76.7238998413,288.862091064,370.897796631,566.409973145,241.149505615,398.396911621,3.80999994278,1808.0,75.6399993896,226.0,23.1299991608,250.0,810.5,4.55000019073,414.980010986,0.519999980927,927763.0,12016.0800781,21.2199993134,139.679992676,30.6299991608,1377.0,1204.0,325719520.0,6473057.0,188482896.0,3536732.0,18106.0,473667.0,3.74000000954,108.0,6226.52001953,16.4300003052,6.57999992371,125.0,221.0,416.600006104,97.0,41299.0,11050.0,10897.0,1123.0
57,200811,24107,95.3560028076,120.199996948,127.459999084,106.129997253,2077232.0,5296229.0,3498158.0,3958070.0,5207918.0,2477569.0,-0.120200000703,1390.08996582,1435.05651855,203.572998047,1400.79504395,1453.09997559,-388.899993896,49.8984985352,57.4410018921,249.289993286,332.004211426,477.278411865,231.279403687,351.572113037,2.60120010376,819.0,52.9700012207,207.0,23.1399993896,236.0,588.75,3.78999996185,417.119995117,2.02999997139,1018521.0,12134.5400391,12.3800001144,75.6200027466,32.5699996948,1065.0,952.0,325779776.0,6351484.0,183132464.0,297200.0,1.97360350285e-10,775660.0,2.09999990463,92.25,4495.04980469,18.1599998474,5.92999982834,120.0,166.0,232.880004883,90.0,34327.0,5924.0,9444.0,1062.0
58,200812,24108,95.3560028076,114.940002441,119.769996643,103.86000061,1997483.0,4714746.0,3491260.0,3797438.0,4391919.0,2510216.0,5.42299985886,1372.09558105,1501.69128418,200.180801392,1368.79516602,59.2999992371,-21.5,40.5224990845,42.4281005859,221.169006348,307.477203369,421.265014648,235.836303711,324.200408936,2.19619989395,743.0,41.3300018311,204.0,22.2999992371,232.0,550.75,2.98000001907,418.700012207,2.84999990463,1209519.0,12197.7802734,38.2200012207,92.3600006104,34.5299987793,1280.0,853.0,322222592.0,6275861.0,179802640.0,1023366.0,6.18001649855e-10,723574.0,2.36999988556,78.6500015259,3171.64990234,17.6499996185,5.01000022888,113.0,158.0,236.0,81.0,38658.0,5036.0,7308.0,978.0
59,200901,24109,95.4420013428,107.599998474,108.370002747,106.779998779,1532064.0,4464475.0,2627309.0,2994276.0,4123132.0,1754078.0,-36.0233001709,1346.09997559,1487.1751709,196.934204102,1354.6842041,-1800.19995117,-2441.30004883,44.1231002808,41.923500061,224.710098267,322.309997559,420.60949707,241.133499146,338.67300415,1.63779997826,905.0,41.8100013733,185.0,22.0499992371,219.0,543.5,6.38999986649,418.820007324,2.19000005722,533312.0,12250.2197266,18.4400005341,122.919998169,32.6599998474,718.0,569.0,320226336.0,6181271.0,177347904.0,5992019.0,734.0,1598327.0,3.06999993324,79.4000015259,3437.77001953,16.8700008392,4.98999977112,99.0,162.0,256.100006104,77.0,23452.0,6213.0,6996.0,908.0
60,200902,24110,96.1309967041,112.36000061,115.769996643,116.279998779,1536655.0,5560148.0,2741495.0,3731480.0,3526339.0,1976272.0,28.7402000427,1429.45996094,1546.11254883,209.10899353,1440.13500977,2579.80004883,1766.19995117,43.0914993286,39.315700531,212.163604736,316.172088623,440.3230896,237.014694214,338.559997559,1.77110004425,1816.0,43.2599983215,172.0,21.4500007629,209.0,503.75,4.32000017166,419.730010986,1.94000005722,812511.0,12351.2597656,19.2700004578,114.199996948,46.8300018311,590.0,600.0,321581664.0,6016712.0,169823616.0,2355739.0,42540.0,192571.0,5.05999994278,75.3799972534,4698.0,16.9899997711,4.80000019073,84.0,165.0,261.75,72.0,20064.0,12759.0,6389.0,876.0
61,200903,24111,96.8199996948,115.940002441,121.709999084,116.279998779,1562457.0,6474447.0,2931542.0,3886365.0,4591523.0,1981540.0,42.6216011047,1461.97717285,1495.70812988,213.845397949,1453.37719727,3763.69995117,3494.30004883,45.5808982849,48.1077003479,215.44859314,311.691802979,457.502197266,229.798995972,331.658599854,1.81799995899,1958.0,46.2999992371,171.0,20.7900009155,206.0,475.619995117,4.32999992371,422.0,0.769999980927,1055226.0,12446.0195313,36.3100013733,107.540000916,52.0800018311,635.0,455.0,321397824.0,5938803.0,165693232.0,599503.0,537.0,564162.0,5.73000001907,61.0,7840.77001953,16.5699996948,6.82000017166,79.0,164.0,248.75,61.0,17329.0,12963.0,5568.0,838.0
62,200904,24112,97.0780029297,104.099998474,103.989997864,116.279998779,1668629.0,6982653.0,3270368.0,4171017.0,4338771.0,2274769.0,57.8795013428,1341.89538574,1356.23681641,196.421295166,1336.27722168,3511.19995117,4255.5,49.9900016785,49.9495010376,222.700393677,332.383300781,492.8019104,240.045700073,354.730407715,1.67060005665,1659.0,50.2099990845,170.0,21.1900005341,204.0,513.119995117,5.03999996185,424.600006104,1.27999997139,1124953.0,12517.25,16.2199993134,99.2300033569,57.0099983215,480.0,364.0,318777216.0,5819985.0,161932352.0,319869.0,-1.73258740688e-10,40410.0,8.51000022888,63.5600013733,8662.04003906,16.6000003815,6.11999988556,79.0,162.0,290.25,60.0,8459.0,10907.0,5093.0,829.0
63,200905,24113,97.0780029297,95.4100036621,90.6500015259,117.900001526,1630975.0,6634844.0,2941282.0,3413780.0,4015426.0,2369779.0,44.7971000671,1263.17504883,1308.44445801,185.111495972,1255.62097168,3153.80004883,3822.60009766,57.8909988403,59.2125015259,241.360992432,351.643493652,537.897521973,251.996994019,377.780487061,1.37349998951,2540.0,55.6800003052,169.0,21.0200004578,203.0,516.5,4.44999980927,427.029998779,1.22000002861,885447.0,12600.1201172,35.5,77.9000015259,53.4599990845,478.0,470.0,315116096.0,5691918.0,156839968.0,413945.0,-4.69640326628e-10,-4.58385329694e-10,9.19999980927,64.5,7629.93994141,16.2000007629,6.19000005722,80.0,173.0,342.299987793,55.0,9582.0,16031.0,4829.0,811.0
64,200906,24114,96.9919967651,100.650001526,98.8300018311,118.63999939,1817854.0,7310160.0,3272879.0,3990294.0,4409944.0,2395626.0,65.5783004761,1261.34997559,1305.51721191,184.574493408,1262.28186035,4892.39990234,5475.20019531,69.3550033569,69.6953964233,255.942199707,365.796295166,593.910888672,253.035003662,402.163085938,1.16809999943,3823.0,66.1399993896,160.0,21.2299995422,198.0,599.380004883,4.48000001907,429.799987793,0.460000008345,1936471.0,12642.5195313,50.4099998474,112.769996643,55.3199996948,613.0,458.0,312402432.0,5609490.0,151766288.0,2792374.0,1.65243818628e-10,218295.0,15.4499998093,71.3799972534,7239.54980469,15.5500001907,5.80000019073,80.0,182.0,402.380004883,59.0,12533.0,22331.0,4697.0,777.0
65,200907,24115,97.3369979858,102.11000061,100.970001221,118.63999939,1859978.0,7804229.0,3286677.0,4249367.0,4540035.0,2581558.0,42.2868995667,1263.96520996,1338.06335449,185.011703491,1261.95654297,4054.80004883,5021.20019531,64.966003418,64.2930984497,244.103607178,363.81539917,629.751281738,258.942687988,413.834014893,0.985000014305,3362.0,64.8099975586,154.0,21.5300006866,172.0,575.5,4.42999982834,433.739990234,0.379999995232,3298291.0,12704.8701172,53.8499984741,64.1200027466,58.1300010681,516.0,446.0,309495520.0,5495814.0,147502928.0,6887597.0,700.0,1294506.0,13.1099996567,73.8000030518,7400.64013672,15.8599996567,6.98999977112,80.0,189.0,407.899993896,57.0,7636.0,20468.0,4642.0,788.0
66,200908,24116,97.6809997559,98.8099975586,97.0800018311,108.970001221,1788966.0,7656800.0,3143716.0,4048159.0,4480648.0,2455174.0,15.4142999649,1238.3951416,1304.31091309,181.24659729,1239.69519043,1300.19995117,1920.5,71.3649978638,71.1384963989,260.647613525,380.94519043,704.08190918,253.518493652,444.74609375,0.835500001907,2685.0,72.4199981689,150.0,21.5300006866,167.0,616.880004883,2.41000008583,438.739990234,0.479999989271,1540114.0,12715.1396484,34.6899986267,76.6200027466,49.6899986267,485.0,446.0,310821248.0,5410127.0,143413600.0,3909740.0,40020.0,3850367.0,11.3999996185,72.5,7509.47021484,15.4899997711,6.90999984741,78.0,190.0,443.880004883,57.0,6261.0,17456.0,4620.0,868.0
67,200909,24117,97.7679977417,97.6299972534,95.2300033569,108.970001221,2189255.0,8363325.0,3387117.0,4612594.0,5092463.0,2897354.0,41.6528015137,1219.15454102,1332.41772461,178.541305542,1214.99084473,3258.19995117,3972.89990234,67.6679992676,69.4680023193,253.922805786,379.615692139,696.133300781,257.419006348,441.524688721,0.680199980736,2351.0,68.2200012207,144.0,21.4400005341,164.0,603.119995117,3.67000007629,442.829986572,0.300000011921,2919329.0,12756.7597656,24.4300003052,99.9599990845,64.5500030518,512.0,481.0,309207936.0,5359425.0,144853664.0,1399468.0,-3.00133251585e-10,963612.0,12.6300001144,67.6399993896,8229.41015625,15.8299999237,8.01000022888,79.0,183.0,433.619995117,47.0,7570.0,16674.0,4537.0,946.0
68,200910,24118,97.5090026855,94.25,89.8700027466,108.970001221,2014270.0,8178383.0,3190152.0,4777082.0,4802771.0,2726210.0,35.7350006104,1175.24755859,1300.77575684,172.142303467,1174.80004883,3202.89990234,3546.10009766,73.1699981689,75.823600769,269.88269043,379.705413818,688.184509277,265.672698975,432.050415039,0.590799987316,2746.0,71.5500030518,144.0,21.3199996948,160.0,625.5,4.19999980927,448.029998779,0.540000021458,2285990.0,12832.2998047,15.6599998474,61.7900009155,45.4799995422,565.0,481.0,304696288.0,5259465.0,141433536.0,5540686.0,2120.0,2384658.0,11.2700004578,71.0699996948,8459.0,15.3400001526,5.65999984741,79.0,176.0,440.600006104,47.0,9617.0,18445.0,4510.0,964.0
69,200911,24119,97.6809997559,97.2099990845,94.5500030518,108.970001221,2101005.0,8162747.0,3485644.0,4390745.0,5006994.0,2714512.0,44.5690994263,1164.23327637,1304.43005371,170.516098022,1163.1809082,4165.0,4851.10009766,77.6894989014,78.1825027466,274.26550293,403.148010254,714.077026367,280.853485107,454.709503174,0.529600024223,3941.0,76.6500015259,145.0,21.3400001526,159.0,650.0,1.78999996185,452.820007324,0.5,2133205.0,12878.2900391,39.4300003052,92.1999969482,51.0699996948,639.0,470.0,303170688.0,5177340.0,139613440.0,4843123.0,-2.78078005067e-10,810903.0,13.2899999619,78.8000030518,7271.66992188,15.029999733,5.65999984741,78.0,180.0,471.880004883,49.0,11603.0,24800.0,4397.0,982.0
70,200912,24120,98.0260009766,97.6299972534,95.5199966431,108.970001221,2066035.0,9103779.0,3357742.0,5156185.0,5308459.0,2907218.0,30.8911991119,1166.45446777,1300.8059082,170.833602905,1166.05444336,708.700012207,2181.69995117,75.5130996704,74.6031036377,276.578094482,416.109008789,764.962219238,293.959991455,478.767700195,0.473800003529,3572.0,74.0800018311,145.0,21.3199996948,156.0,652.5,2.34999990463,457.540008545,0.5,2458309.0,12929.9599609,34.1399993896,76.1999969482,62.1599998474,753.0,592.0,301472960.0,5049886.0,138629792.0,3467511.0,1022.0,3329621.0,17.1900005341,83.0999984741,8240.98046875,15.2600002289,5.21000003815,78.0,187.0,463.0,49.0,18857.0,23044.0,4401.0,993.0
71,201001,24121,98.8000030518,96.4400024414,95.7399978638,103.040000916,1878147.0,8846332.0,3057631.0,4197886.0,4919401.0,2711877.0,-7.33599996567,1138.81994629,1248.25549316,166.796005249,1138.77001953,-599.5,891.0,76.7454986572,78.4088973999,281.422088623,428.474700928,833.604187012,290.625213623,493.53729248,0.421799987555,3168.0,72.3199996948,144.0,21.3799991608,154.0,665.5,5.53999996185,461.029998779,0.560000002384,3040611.0,12971.9199219,25.0100002289,118.510002136,46.6300010681,1126.0,884.0,300061440.0,4931980.0,139076848.0,14207418.0,8029.0,1016952.0,16.3500003815,97.0,8158.04003906,14.1400003433,5.84000015259,78.0,198.0,484.200012207,51.0,23273.0,22485.0,4436.0,1027.0
72,201002,24122,99.0,102.209999084,102.470001221,103.040000916,1952908.0,7955158.0,3406523.0,4900738.0,4658409.0,2870690.0,19.9934997559,1157.08422852,1281.72363281,169.429397583,1156.83154297,-549.200012207,633.200012207,73.5954971313,76.4605026245,270.346801758,417.153594971,772.778869629,287.341491699,476.019989014,0.388300001621,2678.0,73.4300003052,145.0,21.3999996185,153.0,663.75,2.93000006676,468.010009766,0.469999998808,2567438.0,13061.5302734,14.0500001907,67.2399978638,49.3800010681,944.0,802.0,306574240.0,4821496.0,133666048.0,5464973.0,-4.11546352552e-10,2656877.0,13.4600000381,94.1900024414,7225.43994141,15.4200000763,6.11000013351,79.0,205.0,460.380004883,55.0,16344.0,20269.0,5042.0,1125.0
